Date,Close,High,Low,Open,Volume,Ticker,SMA_20,SMA_50,SMA_200,EMA_12,EMA_26,MACD,MACD_Signal,MACD_Histogram,RSI,BB_Middle,BB_Upper,BB_Lower,Daily_Return,Price_Change,Price_Change_Pct,Volume_SMA_20,Volume_Ratio
2022-09-15,148.73402404785156,153.35864651464422,147.88865577194883,148.98265999070134,34606300,META,,,,148.73402404785156,148.73402404785156,0.0,0.0,0.0,,,,,,,,,
2022-09-16,145.4918212890625,147.7693353314381,143.50273347764275,147.24222827545472,40122800,META,,,,146.97783088684082,147.05057261540338,-0.072741728562562,-0.04041207142364556,-0.032329657138916446,,,,,-0.021798662273441627,-3.2422027587890625,-2.1798662273441636,,
2022-09-19,147.21238708496094,147.7693292210427,144.30832082143814,144.44755635545857,22169500,META,,,,147.06937822513714,147.10871098322372,-0.039332758086572994,-0.039969729892058437,0.0006369718054854423,,,,,0.01182585921774959,1.7205657958984375,1.1825859217749601,,
2022-09-20,145.29290771484375,148.0279033081881,144.42765941966596,144.9846015487705,23217400,META,,,,146.50861591032182,146.60109173922413,-0.09247582890230888,-0.05775634879796982,-0.034719480104339055,,,,,-0.013038844136189387,-1.9194793701171875,-1.3038844136189403,,
2022-09-21,141.34457397460938,148.78377326050975,141.22523356298106,145.59128066963206,38338600,META,,,,145.10556417255407,145.38208358858245,-0.2765194160283784,-0.12283341544195141,-0.15368600058642695,,,,,-0.0271749929320948,-3.948333740234375,-2.717499293209476,,
2022-09-22,142.04075622558594,143.79114789260458,140.1013836283905,140.7776813199772,34418500,META,,,,144.36065460249387,144.7128423672453,-0.3521877647514202,-0.1850011959599573,-0.16718656879146293,,,,,0.004925426080392814,0.6961822509765625,0.4925426080392885,,
2022-09-23,139.64393615722656,141.84187004805963,138.13222492550378,140.6484202021893,31710700,META,,,,143.30813538397106,143.8113636743067,-0.5032282903356418,-0.2655359840200805,-0.23769230631556126,,,,,-0.016874171414243966,-2.396820068359375,-1.6874171414243946,,
2022-09-26,135.62594604492188,141.4639290253509,135.44693542815818,139.35548564952038,30497000,META,,,,141.70498087531115,142.4924900732683,-0.7875091979571494,-0.39097596303762183,-0.3965332349195275,,,,,-0.028773108398926772,-4.0179901123046875,-2.877310839892676,,
2022-09-27,133.6667022705078,138.65931720321777,133.38823117550757,137.16750126191505,30826500,META,,,,140.11472326103888,141.1843145689353,-1.0695913078964168,-0.5477394743280898,-0.521851833568327,,,,,-0.014445936279516292,-1.9592437744140625,-1.444593627951634,,
2022-09-28,140.83734130859375,141.25504786331297,133.53739381203422,133.8854750198669,32658500,META,,,,140.25165910020908,141.1364356359906,-0.8847765357815263,-0.6232553410682267,-0.2615211947132996,,,,,0.05364566429995676,7.1706390380859375,5.364566429995681,,
2022-09-29,135.66574096679688,139.07701935824966,134.4623361357391,138.5996425215861,38985400,META,,,,139.41254665609088,140.4268848042776,-1.0143381481867095,-0.7088220246435906,-0.30551612354311897,,,,,-0.03672037752022883,-5.171600341796875,-3.672037752022879,,
2022-09-30,134.939697265625,140.22073766018366,134.76068666353873,135.30768879580387,33166400,META,,,,138.6172887182025,139.75269735676903,-1.1354086385665312,-0.8004349389624292,-0.33497369960410195,,,,,-0.0053517099895512565,-0.726043701171875,-0.535170998955122,,
2022-10-03,137.8537139892578,138.85819774413116,135.35741456399015,136.39173341822868,27723100,META,,,,138.4847031374485,139.5302317977915,-1.0455286603429954,-0.8523052857077026,-0.19322337463529282,,,,,0.02159495524802213,2.9140167236328125,2.1594955248022027,,
2022-10-04,139.5146026611328,141.61309068030573,138.57972906365285,139.7234635357857,34670700,META,,,,138.66006214348565,139.528476459746,-0.8684143162603561,-0.855675306918519,-0.012739009341837138,37.721846596035576,,,,0.012048196771865083,1.660888671875,1.2048196771865167,,
2022-10-05,138.22171020507812,139.44501015706985,134.04462876250682,137.48575741421112,27979300,META,,,,138.58663068947908,139.38711636079174,-0.8004856713126571,-0.8442348546685181,0.04374918335586098,36.466074575232355,,,,-0.009267076215634495,-1.2928924560546875,-0.9267076215634542,,
2022-10-06,138.31121826171875,140.6782222669857,135.85469377799646,136.96857801576914,36231100,META,,,,138.54111661428726,139.27456858133678,-0.7334519670495183,-0.8214365622623101,0.08798459521279178,39.93868126229368,,,,0.0006475687249696271,0.089508056640625,0.06475687249696363,,
