Date,Close,High,Low,Open,Volume,Ticker,SMA_20,SMA_50,SMA_200,EMA_12,EMA_26,MACD,MACD_Signal,MACD_Histogram,RSI,BB_Middle,BB_Upper,BB_Lower,Daily_Return,Price_Change,Price_Change_Pct,Volume_SMA_20,Volume_Ratio
2022-09-15,102.205078125,104.54890533722246,101.64890892908129,103.3174013625699,34188300,GOOGL,,,,102.205078125,102.205078125,0.0,0.0,0.0,,,,,,,,,
2022-09-16,102.09583282470703,102.42356659752467,100.24857304133235,101.37082992122032,42797200,GOOGL,,,,102.14590358734131,102.14835460369403,-0.0024510163527224904,-0.0013616757515124947,-0.0010893406012099957,,,,,-0.0010688832912916224,-0.10924530029296875,-0.10688832912916356,,
2022-09-19,102.36398315429688,102.62220430858018,100.85439829715003,101.05302529143925,23036800,GOOGL,,,,102.23102009268885,102.22582784834138,0.005192244347469455,0.0013243570759391234,0.003867887271530331,,,,,0.0026264571449281515,0.26815032958984375,0.262645714492817,,
2022-09-20,100.44720458984375,101.66878259642567,99.8314487750522,101.38076814646514,26517100,GOOGL,,,,101.66793925077066,101.7286025103541,-0.06066325958343555,-0.019674158052575327,-0.04098910153086022,,,,,-0.018725126801327097,-1.916778564453125,-1.8725126801327148,,
2022-09-21,98.59994506835938,102.17528407076615,98.59001144532336,100.97357330597262,31487300,GOOGL,,,,100.8343761963491,101.00305394509842,-0.1686777487493174,-0.06399935756969279,-0.10467839117962462,,,,,-0.018390352713420932,-1.847259521484375,-1.8390352713420877,,
2022-09-22,99.45405578613281,100.54651943978457,98.1133045940541,98.14309788632383,34298600,GOOGL,,,,100.4988857182796,100.69280196822372,-0.19391624994412382,-0.09921405864264768,-0.09470219130147614,,,,,0.008662385330755251,0.8541107177734375,0.8662385330755329,,
2022-09-23,98.06365203857422,98.97735601298936,96.80235457462604,98.94755514115927,31625400,GOOGL,,,,99.95547184288584,100.22522128238751,-0.2697494395016662,-0.14237201406808886,-0.12737742543357733,,,,,-0.013980362455489392,-1.3904037475585938,-1.3980362455489341,,
2022-09-26,97.4975357055664,99.19582133156734,97.13007504730305,97.42801550720847,27072700,GOOGL,,,,99.44253845545784,99.78572354847982,-0.34318509302198663,-0.19063117323149723,-0.1525539197904894,,,,,-0.005772947684888674,-0.5661163330078125,-0.5772947684888643,,
2022-09-27,96.83214569091797,99.31502122145433,96.20646378499133,98.74892590357743,30072800,GOOGL,,,,98.9261098549898,99.34793847028043,-0.42182861529062166,-0.24403892932357954,-0.17778968596704212,,,,,-0.006824685463413749,-0.6653900146484375,-0.6824685463413703,,
2022-09-28,99.36467742919922,100.010218977276,96.44481350795311,96.98111550841472,32466300,GOOGL,,,,99.00921823985566,99.35024828369616,-0.3410300438405045,-0.2657705693018416,-0.07525947453866288,,,,,0.026153832698956547,2.53253173828125,2.61538326989565,,
2022-09-29,96.752685546875,97.9643299391156,95.302687240842,97.9643299391156,31047200,GOOGL,,,,98.59632716588641,99.0133435738214,-0.4170164079349945,-0.29886229458572183,-0.11815411334927267,,,,,-0.026286925594715016,-2.6119918823242188,-2.628692559471502,,
2022-09-30,94.99481964111328,98.22255784193378,94.90543218159583,96.38523145843214,32941500,GOOGL,,,,97.95599095122519,98.51960459117132,-0.5636136399461265,-0.3557197803264287,-0.20789385961969775,,,,,-0.01816865233068976,-1.7578659057617188,-1.8168652330689705,,
2022-10-03,97.9643325805664,98.60988170924736,95.85885148341555,96.09721298076929,27982000,GOOGL,,,,97.957439374973,98.45455457528534,-0.49711520031233647,-0.38564396370228293,-0.11147123661005354,,,,,0.031259735537914946,2.969512939453125,3.1259735537914897,,
2022-10-04,100.94377899169922,101.14240598760246,99.692407701533,99.75200186201134,28850800,GOOGL,,,,98.46591766322878,98.73412410092722,-0.26820643769843855,-0.3610759456402913,0.09286950794185272,46.91897198801142,,,,0.030413583522171272,2.9794464111328125,3.041358352217119,,
2022-10-05,100.73522186279297,101.23179694688893,98.1232396482166,99.14618310911277,22176900,GOOGL,,,,98.84606496578793,98.95059386101173,-0.10452889522379394,-0.30789541186889635,0.2033665166451024,46.44573527713402,,,,-0.002066072134305541,-0.20855712890625,-0.2066072134305572,,
2022-10-06,100.72528076171875,102.2249395259523,99.90096436480401,99.99035181341513,22324000,GOOGL,,,,99.15662019284561,99.13624068953057,0.020379503315041347,-0.24033888155235883,0.2607183848674002,46.669869980316676,,,,-9.868545371105597e-05,-0.00994110107421875,-0.0098685453711107,,
2022-10-07,98.00405883789062,99.84138513244945,97.6266645019863,99.16604271542337,27502800,GOOGL,,,,98.96829940759417,99.02131434439312,-0.0530149367989452,-0.2020110260222598,0.1489960892233146,40.534713866995986,,,,-0.027016275390342126,-2.721221923828125,-2.701627539034214,,
2022-10-10,97.1896743774414,98.42117844301296,96.34549826456681,98.32186494334555,18225100,GOOGL,,,,98.68043232681312,98.8403515449331,-0.1599192181199811,-0.1934382306903549,0.03351901257037379,42.572461688173206,,,,-0.008309701354270449,-0.8143844604492188,-0.8309701354270431,,
2022-10-11,96.51432800292969,98.57014842775828,95.65028467937152,96.76261553045553,26507100,GOOGL,,,,98.3326355099747,98.61608921817493,-0.2834537082002413,-0.21170457191239944,-0.07174913628784185,44.976068113435154,,,,-0.006948746138287998,-0.6753463745117188,-0.6948746138288048,,
2022-10-12,96.89173126220703,98.07358242702338,96.07734839982245,96.63351766527795,21876400,GOOGL,98.8820011138916,,,98.10282287724141,98.45346915649243,-0.35064627925102343,-0.2398170279310362,-0.11082925131998722,43.682667113091604,98.8820011138916,103.18976299623307,94.57423923155014,0.003910334010364558,0.37740325927734375,0.39103340103646345,28649815.0,0.763579101645159
2022-10-13,98.3814468383789,99.09651612531559,93.73350405042449,94.49823387339498,34574500,GOOGL,98.69081954956054,,,98.14701167590152,98.44681161011218,-0.2997999342106539,-0.2519252881759173,-0.04787464603473657,50.77969520495124,98.69081954956054,102.70714321591089,94.6744958832102,0.015375053750876111,1.489715576171875,1.5375053750876098,28669125.0,1.2059837891808696
2022-10-14,95.89856719970703,100.00028178963521,95.70987384109085,99.3050722025817,25410700,GOOGL,98.38095626831054,,,97.79210210238283,98.21550635989192,-0.42340425750909105,-0.286476021456305,-0.13692823605278603,46.41425592474146,98.38095626831054,102.2445193289337,94.51739320768738,-0.02523727510076923,-2.482879638671875,-2.5237275100769265,27799800.0,0.9140605328095885
2022-10-17,99.28522491455078,100.23864818008829,98.1530343131541,98.18282760627487,28419200,GOOGL,98.22701835632324,,,98.02684751947001,98.31101060380034,-0.28416308433033066,-0.28601068718238704,0.0018476028520563736,54.90273515074924,98.22701835632324,101.64163334521866,94.81240336742782,0.035314998062391245,3.38665771484375,3.5314998062391236,28068920.0,1.0124792831359382
2022-10-18,100.07974243164062,102.7612525209111,99.28522681703564,102.42357751242457,24060700,GOOGL,98.20864524841309,,,98.34851451671088,98.46655740345922,-0.1180428867483414,-0.252257733277359,0.1342148465290176,51.535829354406,98.20864524841309,101.57659595742889,94.84069453939729,0.008002374147549451,0.7945175170898438,0.800237414754955,27946100.0,0.8609680778355477
2022-10-19,98.94754028320312,100.32801829577426,98.24240463180688,99.32494216503058,23811100,GOOGL,98.22602500915528,,,98.4421094221145,98.5082776709771,-0.06616824886259565,-0.21489869794939423,0.14873044908679858,55.03415083483707,98.22602500915528,101.60604357337986,94.8460064449307,-0.011313000222905711,-1.1322021484375,-1.1313000222905747,27562290.0,0.8639013666861498
2022-10-20,99.28522491455078,101.61912632700415,98.709195990434,99.31501820767156,25323200,GOOGL,98.21758346557617,,,98.57352689985812,98.57482689051015,-0.001299990652029237,-0.17204945259226315,0.1707494619402339,60.52629214526325,98.21758346557617,101.58551007298111,94.84965685817123,0.0034127642827821436,0.33768463134765625,0.34127642827820753,27113520.0,0.9339694735320239
2022-10-21,100.43727111816406,100.61603844678358,97.05063307454373,97.17973986521672,32458700,GOOGL,98.33626441955566,,,98.86344395341649,98.73252779690989,0.1309161565066006,-0.11130947050723936,0.24222562701383996,56.66129186722834,98.33626441955566,101.84566625103325,94.82686258807807,0.011603400250186136,1.1520462036132812,1.1603400250186096,27155185.0,1.1953039539226118
2022-10-24,101.81776428222656,102.04619218260896,99.29516921634583,101.10270243902536,27176400,GOOGL,98.55227584838867,,,99.32222237913106,98.99102749461672,0.3311948845143462,-0.022637082159305127,0.35383196667365135,52.576144169622744,98.55227584838867,102.36319333594506,94.7413583608323,0.01374482947110689,1.3804931640625,1.3744829471106947,27160370.0,1.0005901981453125
2022-10-25,103.76432800292969,104.10199540713289,102.01638166791882,102.19514899283054,40611400,GOOGL,98.89888496398926,,,100.01104497623447,99.38711656761627,0.6239284086181982,0.10687642844670497,0.5170519801714932,58.09875631582275,98.89888496398926,103.27077049682991,94.52699943114861,0.0191181149421773,1.946563720703125,1.911811494217733,27687300.0,1.4667880219450795
2022-10-26,94.27974700927734,97.63659189413852,94.0413930873747,95.76947228115439,88114100,GOOGL,98.64463844299317,,,99.12339500027394,98.96704755907226,0.15634744120168875,0.11678289460881162,0.03956454659287713,38.561891338989916,98.64463844299317,103.4703419202291,93.81893496575724,-0.09140502498493086,-9.484580993652344,-9.140502498493081,30469690.0,2.8918607311068802
2022-10-27,91.58831024169922,94.77632139039405,91.17118898720857,93.87255109519647,60710900,GOOGL,98.38641967773438,,,97.9575812955662,98.36508412809759,-0.4075028325313923,0.011821800748245119,-0.4193246332796374,38.60269911071439,98.38641967773438,104.10792040186527,92.66491895360349,-0.028547348215871682,-2.691436767578125,-2.854734821587166,31952875.0,1.9000136920386663
2022-10-28,95.63043212890625,95.88865329835012,91.49892372634271,91.63796414593529,43697300,GOOGL,98.41820030212402,,,97.59784294691947,98.14365121955898,-0.5458082726395048,-0.09979264400298173,-0.4460156286365231,47.51504484088472,98.41820030212402,104.06697802638949,92.76942257785855,0.04413360041843739,4.042121887207031,4.413360041843741,32490665.0,1.3449186096991244
2022-10-31,93.86262512207031,95.37221005350747,93.3362567418793,94.766387840837,31675000,GOOGL,98.21311492919922,,,97.02086603232169,97.79937890018866,-0.778512867866965,-0.23562278135334896,-0.5428900865136161,45.91619867283859,98.21311492919922,104.21789102047059,92.20833883792785,-0.018485820543537868,-1.7678070068359375,-1.8485820543537854,32675315.0,0.9693862170877312
2022-11-01,89.85028839111328,95.37220037688668,89.75097489915773,94.7961715155572,47161400,GOOGL,97.65844039916992,,,95.91392101097652,97.16415743459235,-1.2502364236158314,-0.43864845605320335,-0.8115879675626281,40.2475909985046,97.65844039916992,104.58055462371092,90.73632617462891,-0.042746905125857104,-4.012336730957031,-4.27469051258571,33590845.0,1.403995642265028
