Date,Close,High,Low,Open,Volume,Ticker,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume
,AAPL,AAPL,AAPL,AAPL,AAPL,,MSFT,MSFT,MSFT,MSFT,MSFT,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,AMZN,AMZN,AMZN,AMZN,AMZN,TSLA,TSLA,TSLA,TSLA,TSLA,NVDA,NVDA,NVDA,NVDA,NVDA,META,META,META,META,META,NFLX,NFLX,NFLX,NFLX,NFLX
2024-10-21,235.384521484375,235.75281781754072,233.36392650842956,233.36392650842956,36254500.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22,234.76739501953125,235.12572795126604,231.52250221800776,232.80651969699693,38846600.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-23,229.69100952148438,234.05072423456664,226.7049068825192,232.99563706556216,52287000.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-24,229.50189208984375,229.75073396519565,227.35189464165862,228.91461372105516,31109500.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-25,230.33799743652344,232.1396101862481,228.50652487676712,228.6757355296476,38802300.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-28,232.31878662109375,233.6426273223557,231.4727332926884,232.23917058038825,36087100.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-29,232.58753967285156,233.24448591818899,231.24380255804743,232.02018805231754,35417200.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-30,229.03407287597656,232.38845656475567,228.48661770128336,231.5324398883544,47070900.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-31,224.8634796142578,228.76531846185907,224.32597264925337,228.27758291037028,64370100.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-01,221.8773651123047,224.30606415529357,219.2495956140762,219.94634980146594,65276700.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-04,220.98153686523438,221.75792231303782,218.69220372782075,219.96627293386246,44944500.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05,222.4148712158203,222.91255498009295,220.11557465497725,220.7725208689619,28111300.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-06,221.68824768066406,225.02273483375984,220.16533664224426,221.57875664968802,54561100.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-07,226.4261932373047,226.82434934768688,223.52968537330023,223.5894049928319,42137700.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-08,226.15716552734375,227.8511489598711,225.60910803907555,226.366414165256,38328800.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-11,223.4368133544922,224.90161465065876,220.7164746065314,224.20409384410638,42005600.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-12,223.4368133544922,224.79200315214243,222.5698957238352,223.75568869738083,40398300.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-13,224.3236541748047,225.84824072641777,221.97200184604,223.2175800878685,48566200.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-14,227.41270446777344,228.06039910056816,224.20409355692922,224.22402706703753,44923900.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-15,224.20408630371094,226.1172926822584,223.47667285882866,225.59912786989784,47923700.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-18,227.21339416503906,228.92731096181708,224.37346982490487,224.4531886532215,44633700.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-19,227.4724884033203,229.34584301691135,225.8582238051146,226.17708394083317,36211800.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-20,228.18994140625,229.11664435033194,225.0909420304879,227.25326410482543,35169600.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-21,227.71163940429688,229.34583747298603,224.9115819089953,228.07036655131708,42108300.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-22,229.05685424804688,229.9038535446,227.2532593649619,227.2532593649619,38168300.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25,232.04624938964844,232.42491005721112,228.92733167542056,230.64124862727573,90152800.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26,234.22850036621094,234.73670603206307,232.50462429580293,232.50462429580293,45986200.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-27,234.0989532470703,234.85627456038557,232.98291999142185,233.6405889619916,33498400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-29,236.49046325683594,236.96876103246996,233.1423484177734,233.979373326336,28481400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-02,238.7424774169922,239.93822952974793,236.32108052902282,236.4306920263062,48137100.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-03,241.79165649414062,241.90126799408412,238.05492154808562,238.96170621081686,38861000.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-04,242.150390625,243.2465056559754,240.3966217802532,242.01088645785893,44383900.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-05,242.18026733398438,243.6749612569442,241.27349790971317,243.12691898237586,40033900.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06,241.98097229003906,243.7646488451358,241.2236661935451,242.0507319698173,36870600.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-09,245.8771514892578,246.36542364679892,240.89483838917155,240.97455722335047,44649200.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,246.8935546875,247.33200068563022,244.47214254503118,246.0166626912396,36914800.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-11,245.6180877685547,249.91283942191654,245.38889040813984,247.08288910248365,45205800.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-12,247.0828857421875,247.8601253939288,244.81093690846672,246.01666340683192,32777500.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-13,247.2522735595703,248.40815863747187,245.36895982515324,246.9433725816478,33155300.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-16,250.1519775390625,250.490786396497,246.7739697560149,247.1127786134494,51694800.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-17,252.58334350585938,252.93211150871377,248.89643481128522,249.1953766416157,51356400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-18,247.1725616455078,253.38051965426092,246.86366065893745,251.26802371656945,56774100.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-19,248.90640258789062,251.1085917693189,246.21595643132494,246.6245097734382,60882300.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-20,253.5897979736328,254.09798847685343,244.82092317346877,247.16260139536695,147495300.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-23,254.36703491210938,254.74568039470608,252.55346551957817,253.8688035675433,40858800.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-24,257.28668212890625,257.2966260773909,254.386956808638,254.58626151312842,23234700.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-26,258.1037292480469,259.1799258751944,256.7186620602343,257.27667867815336,27237100.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-27,254.68588256835938,257.78489719249416,252.16483330495137,256.917949151404,42355300.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-30,251.307861328125,252.60326573181473,249.86299361835324,251.33775398934142,35557500.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-31,249.53416442871094,252.38404809530297,248.54766097322468,251.54702315387914,39480700.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-02,242.9874267578125,248.21885574509324,240.96460876578237,248.0494437119358,55740700.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-03,242.49916076660156,243.31625226562878,241.03435939639962,242.49916076660156,40244100.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06,244.1333465576172,246.45510633108967,242.33971076643533,243.4457849039297,45045600.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-07,241.3532257080078,244.681407317594,240.496267218822,242.12049100282684,40856000.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-08,241.8414764404297,242.84791342439922,239.20085656180404,241.06423680804883,37628900.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-10,236.01219177246094,239.3104808095479,232.17580437363205,239.16100228470233,61710900.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-13,233.5708465576172,233.8398957390806,228.90740850459227,232.7039288898965,49630700.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-14,232.45480346679688,235.28475371553364,231.6476711610837,233.91960476413306,39435300.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-15,237.02854919433594,238.11470496290485,233.60071548412043,233.80997931617492,39832000.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-16,227.4525604248047,237.1680713225123,227.22337827123218,236.51041752509497,71759100.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-17,229.16647338867188,231.4682996512766,227.67177943063626,231.2989028272768,68488300.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-21,221.85243225097656,223.62613445935494,218.6039696546368,223.20762199269615,98070400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-22,223.03823852539062,223.3272060060417,219.01252087308487,219.01252087308487,64126500.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-23,222.8688507080078,226.2269251350915,221.51366083038826,223.94503224654224,60234800.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-24,221.991943359375,224.831867935065,220.6267944226493,223.9848686181573,54697900.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-27,229.04690551757812,231.32879829775732,223.18770026542342,223.2275672861503,94863400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-28,237.4171905517578,239.3403714135585,229.99354669273774,230.03341371427896,75707600.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29,238.51329040527344,239.01152170916106,233.18220937175082,233.29182086679862,45486100.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-30,236.74954223632812,239.93821947161274,236.37089679279623,237.825723654139,55658300.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-31,235.16519165039062,246.31561143302469,232.61424963135997,246.31561143302469,100959800.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-03,227.20343017578125,231.00992457632861,224.90160402054906,229.17643705581955,73063300.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-04,231.97650146484375,232.3053359547129,225.84824721606736,226.44613087124998,45067300.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-05,231.64768981933594,231.84697932244578,227.46254943477126,227.72162426833262,39620300.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-06,232.39501953125,232.9729696905443,229.61488023403817,230.47183871784506,29925300.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-07,226.8247833251953,233.1722451327125,226.4560818290891,231.77720359418535,39707200.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-10,227.0941162109375,230.02693972945139,226.64521806905947,229.0094413336025,33115600.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-11,232.052001953125,234.6556296697615,227.57297502290857,227.64279618723114,53718400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-12,236.29161071777344,236.38140252594314,230.11672290007743,230.63545743654387,45243300.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-13,240.94024658203125,241.74826634141837,234.99480784534867,236.33153226758247,53614100.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-14,244.00274658203125,244.9504238462646,240.40156080072015,240.66092045804314,40896200.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-18,243.87306213378906,244.58131995427482,241.2494791133952,243.55383619329416,48822500.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-19,244.27207946777344,245.40929524371262,242.56626341463,244.06260076305156,32204200.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20,245.229736328125,246.1774135823035,243.69348816231408,244.34191013103748,32316900.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-21,244.95042419433594,248.08275639920348,244.6212281548445,245.34944139409683,53197400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-24,246.49664306640625,248.25234005966587,243.82317911276243,244.3319283268952,51326400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-25,246.43678283691406,249.38956194785018,244.3119941197594,247.3944454522674,48013300.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-26,239.77308654785156,244.3818005030484,238.5460942392985,243.7333937698084,44433600.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27,236.72056579589844,241.86796980219768,236.48114634623442,238.82541422357912,41153600.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-28,241.24948120117188,241.49887076126774,229.63790389196947,236.37142201455794,56833400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-03,237.4487762451172,243.43412542285543,235.53346633482454,241.19958958341564,47184000.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-04,235.35391235351562,239.4838181516717,234.10696453181083,237.1295800554318,53798100.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-05,235.1643829345703,235.97240266650644,228.67026910680244,234.84515699420854,47227600.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-06,234.75538635253906,237.27920752401755,232.59068676229822,233.86756011302523,45170400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-07,238.4862518310547,240.78062356819368,234.1867631010968,234.53591456798168,46273600.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-10,226.92454528808594,235.583358769024,223.6725108894593,234.96486230654432,72071200.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-11,220.30076599121094,225.2885573705892,216.91904404485373,223.26351528828414,76137400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-12,216.45018005371094,221.20853706339403,214.38524243690583,219.60246770742089,62547500.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-13,209.1680145263672,216.31053552178076,207.9110965632093,215.4227092543014,61368300.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-14,212.96871948242188,213.42758776028128,209.06826301296118,210.7341834889886,60107600.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-17,213.4774627685547,214.69448503570536,209.4573042902151,212.78914514941675,48073400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-18,212.170654296875,214.62463892519543,210.97358751075308,213.63706605687162,42432400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19,214.7144317626953,218.22582565599035,213.22806456968678,213.6969181399133,54385400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-20,213.5772247314453,216.9589465476154,211.70181037410745,213.46749271646212,48862900.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-21,217.73703002929688,218.30563028145062,210.764092813104,211.04340788811464,94127800.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-24,220.19102478027344,220.93919345594836,218.04628066528426,220.460369765545,44299500.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-25,223.2036590576172,223.55281053469957,219.54262209652958,220.23093972638688,34493600.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-26,220.9890594482422,224.47054292972726,219.93165022699972,222.96422035625233,34466100.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-27,223.30340576171875,224.4406214835582,220.0214308095873,220.84940592957574,37094800.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-28,217.36793518066406,223.26350805320467,217.1484711493609,221.12873402087155,39818600.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-31,221.58761596679688,225.06908447075043,215.7020132379398,216.48010744476517,65299300.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-01,222.64501953125,223.13381331282267,218.36548628233527,219.27326790744206,36412700.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-02,223.3433074951172,224.6401362151353,220.4803202973195,220.77959080525144,35905900.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-03,202.69386291503906,206.9833664271943,200.75859747782033,205.03811566571247,103419000.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-04,187.92002868652344,199.39194860307396,186.88255957870848,193.4165691841804,125910900.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-07,181.0169219970703,193.6759230716255,174.19361217758157,176.76731422169505,160466300.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-08,171.99899291992188,189.87523506652792,168.79683943762106,186.244123618335,120859500.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-09,198.3644561767578,200.1201531468693,171.47028013366514,171.53013119082922,184395900.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-10,189.95504760742188,194.30440235729913,182.55316692796467,188.6083530498886,121880000.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-11,197.66615295410156,199.05275825525484,185.60567786476867,185.64558871717136,87435900.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-14,202.02549743652344,212.42005238891582,200.66881763194172,210.9237150406947,101352900.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-15,201.64642333984375,203.01307326666696,199.31214069618733,201.36710824854455,51343900.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-16,193.79563903808594,200.2099310657198,191.9002692932641,197.8756484915953,59732400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-17,196.4990234375,198.34451232255947,193.9452767059697,196.71848747425943,52164700.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-21,192.68833923339844,193.32677585155812,189.3465132845993,192.79807124065385,46742500.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-22,199.25228881835938,201.097762433896,195.49148998245192,195.64111763020085,52976400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-23,204.10043334960938,207.4921254657249,202.30482537338813,205.49700887470834,52929200.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-24,207.8612060546875,208.32008954356945,202.44447210591895,204.38970763388747,47311000.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25,208.76898193359375,209.2378355121778,205.69650080604464,205.86608387594285,38222300.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28,209.62689208984375,210.98357193193158,206.95344326011445,209.48723454234343,38743100.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-29,210.69427490234375,211.72175863443914,207.86119803545407,208.18042396697467,36827600.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-30,211.9811248779297,213.0584895980106,206.16535854293033,208.78894157113288,52286500.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01,212.79913330078125,214.0360957896086,208.3899124386699,208.56948083895412,57365700.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-02,204.8485870361328,206.48458191182934,201.66637387157866,205.58677037884885,101010600.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05,198.40435791015625,203.60164304236298,197.72602561272546,202.6040848015313,69018500.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
